"","Razo Social","NomeDeFantasia","logradouro","Bairro","Telefone","lat","lon","TipoDaUnidade","TipoDeEstablecimento"
"3953","SMS RIO CF AGENOR DE MIRANDA ARAUJO NETO - AP 52","SMS CF AGENOR DE MIRANDA ARAUJO NETO - AP 52","ESTRADA DO MATO ALTO","GUARATIBA","2303-0440",-22.9627953,-43.5851618,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3954","SMS RIO CF ALKINDAR SOARES PEREIRA FILHO - AP 52","SMS CF ALKINDAR SOARES PEREIRA FILHO - AP 52","ESTRADA DA PEDRA","PEDRA DE GUARATIBA","34018794",-22.9776619,-43.6480758,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3955","SMS RIO CF ALOYSIO AUGUSTO NOVIS - AP 31","SMS CF ALOYSIO AUGUSTO NOVIS - AP 31","AVENIDA BRAS DE PINA","PENHA CIRCULAR","8440-4562",-22.8375657,-43.290104,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3956","SMS RIO CF ANA MARIA CONCEICAO DOS SANTOS CORREIA - AP 33","SMS CF ANA MARIA CONCEICAO DOS SANTOS CORREIA - AP 33","RUA QUATRO","VILA COSMOS","33527818",-22.8941323,-43.4696784,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3957","SMS RIO CF ANTONIO GONCALVES DA SILVA - AP 51","SMS CF ANTONIO GONCALVES DA SILVA - AP 51","ESTRADA DO ENGENHO NOVO","REALENGO","(21)34679893",-22.8360386,-43.4100297,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3958","SMS RIO CF ANTONIO GONCALVES VILLA SOBRINHO - AP 52","SMS CF ANTONIO GONCALVES VILLA SOBRINHO - AP 52","ESTRADA DO CAMPINHO","CAMPO GRANDE","33943043",-22.8921481,-43.5908573,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3959","SMS RIO CF ARMANDO PALHARES AGUINAGA - AP 51","SMS CF ARMANDO PALHARES AGUINAGA - AP 51","AV SANTA CRUZ","REALENGO","21 2401-7787",-22.8779415,-43.4421686,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3960","SMS RIO CF AUGUSTO BOAL - AP 31","SMS CF AUGUSTO BOAL - AP 31","AV. GUILHERME MAXWEL","COMPLEXO DA MARE","(21) 3104-6087",-22.8648391,-43.2443244,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3961","SMS RIO CF CANTAGALO PAVAO - PAVAOZINHO - AP 21","SMS CF CANTAGALO PAVAO - PAVAOZINHO - AP 21","LADEIRA SAINT ROMAN","COPACABANA","25234127",-22.9815136,-43.1961668,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3962","SMC RIO CF CARIOCA - AP 32","SMS CF CARIOCA - AP 32","RUA BERGAMO","ROCHA","(21) 2501-6577",-22.896449,-43.2451994,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3963","SMS RIO CF CARLOS NERY DA COSTA FILHO- AP 33","SMS CF CARLOS NERY DA COSTA FILHO - AP 33","RUA CLARIMUNDO DE MELO","QUINTINO BOCAIUVA","22691911",-22.8926228,-43.3243489,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3964","SMS RIO CF DR DALMIR DE ABREU SALGADO - AP 52","SMS CF DALMIR DE ABREU SALGADO - AP 52","ESTRADA DO MAGARCA","GUARATIBA","25091974",-22.9402768,-43.5897078,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3965","SMS RIO CF DONA ZICA - AP 10","SMS CF DONA ZICA - AP 10","RUA JOAO RODRIGUES","SAO FRANCISCO XAVIER","22010465",-22.9013456,-43.2430941,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3966","SMS RIO CF EDSON ABDALLA SAAD - AP 53","SMS CF EDSON ABDALLA SAAD - AP 53","AVENIDA CESARIO DE MELO","SANTA CRUZ","(21)33655365",-22.9165885,-43.6216545,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3967","SMS RIO CF EMYGDIO ALVES COSTA FILHO - AP 32","SMS CF EMYGDIO ALVES COSTA FILHO - AP 32","RUA DO LAZER","PILARES","(21) 3111-6724",-22.8829205,-43.2916263,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3968","SMS RIO CF EPITACIO SOARES REIS - AP 33","SMS CF EPITACIO SOARES REIS - AP 33","AV CHISOSTOMO PIMENTEL DE OLIVEIRA","PAVUNA","21 24555671",-22.8164124,-43.3850186,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3969","SMS RIO CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53","SMS CF ERNANI DE PAIVA FERREIRA BRAGA - AP 53","AVENIDA JOAO XXIII","SANTA CRUZ","(21)33953412",-22.9111688,-43.6903275,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3970","SMS CF FELIPPE CARDOSO - AP 31","SMS CF FELIPPE CARDOSO - AP 31","AVENIDA NOSSA SENHORA DA PENHA","PENHA","(21)3977-7661",-22.8438762,-43.2800533,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3971","SMS RIO CF FIORELLO RAYMUNDO - AP 51","SMS CF FIORELLO RAYMUNDO - AP 51","RUA ACAFRAO","BANGU","2401-0068/3468-8516",-22.8698844,-43.4552155,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3972","SMS RIO CF DR HANS JURGEN FERNANDO DOHMANN - AP 52","SMS CF HANS JURGEN FERNANDO DOHMANN - AP 52","ESTRADA DO PIAI","GUARATIBA","24176014/25092790",-22.9838943,-43.6601959,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3973","SMS RIO CF HEITOR DOS PRAZERES - AP 31","SMS CF HEITOR DOS PRAZERES - AP 31","RUA IGUAPERIBA","PENHA","8440-4362",-22.8252518,-43.283976,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3974","SMS RIO CF HELANDE DE MELLO GONCALVES - AP 53","SMS CF HELANDE DE MELLO GONCALVES - AP 53","ESTRADA DE PACIENCIA","PACIENCIA","(21)33953020",-22.9122396,-43.6279229,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3975","SMS RIO CF HERBERT JOSE DE SOUZA - AP 32","SMS CF HERBERT JOSE DE SOUZA - AP 32","AVENIDA PASTOR MARTIN LUTHER KING JUNIOR","THOMAS COELHO","(21) 3352-4528",-22.8612508,-43.3068844,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3976","SMS RIO CF ILZO MOTTA DE MELLO - AP53","SMS CF ILZO MOTTA DE MELLO - AP 53","AVENIDA CESARIO DE MELO","SANTA CRUZ","(@!)33956771",-22.9232153,-43.6483952,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3977","SMS RIO CF IZABEL DOS SANTOS - AP 32","SMS CF IZABEL DOS SANTOS - AP 32","RUA DOIS DE MAIO","SAMPAIO","(21) 3297-3998",-22.8992558,-43.2636877,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3978","SMS RIO CF JAMIL HADDAD - AP53","SMS CF JAMIL HADDAD - AP 53","RUA SOLDADO JOAO ROTELO","PACIENCIA","(21)24103178",-22.883489,-43.6398608,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3979","SMS CF JOAOSINHO TRINTA - AP 31","SMS CF JOAOSINHO TRINTA - AP 31","RUA ANAMA - PRACA JOSE DA MATTA","VIGARIO GERAL","(21)3448-5440",-22.8155934,-43.3033439,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3980","SMS RIO CF JOSE ANTONIO CIRAUDO - AP53","SMS CF JOSE ANTONIO CIRAUDO - AP 53","AVENIDA AREIA BRANCA","SANTA CRUZ","(21)23942766",-22.9381057,-43.6867688,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3981","SMS RIO CF DR JOSE DE PAULA LOPES PONTES - AP 52","SMS CF JOSE DE PAULA LOPES PONTES - AP 52","RUA JABURU","GUARATIBA","23945138 / 23945290",-22.7061897,-43.4474986,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3982","SMS RIO CF JOSUETE SANTANNA DE OLIVEIRA - AP 33","SMS CF JOSUETE SANTANNA DE OLIVEIRA - AP 33","RUA LUIZ COUTINHO CAVALCANTI","GUADALUPE","21 30150161",-22.8476155,-43.3725849,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3983","SMS RIO CF KELLY CRISTINA DE SA LACERDA SILVA - AP 51","SMS CF KELLY CRISTINA DE SA LACERDA SILVA - AP 51","CARLOS SAMPAIO","SENADOR CAMARA","34630650",-22.7078119,-43.5201079,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3984","SMS RIO CF LENICE M MONTEIRO COELHO - AP53","SMS CF LENICE MARIA MONTEIRO COELHO - AP 53","RUA JOSE CARLOS MATTA MACHADO","SANTA CRUZ","(21)34840882",-22.9081243,-43.6654208,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3985","SMS RIO CF MAESTRO CELESTINO - AP 33","SMS CF MAESTRO CELESTINO - AP 33","LOURENCO MARQUES","MARECHAL HERMES","21 38550056",-22.8485393,-43.3615676,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3986","SMS RIO CF MANOEL FERNANDES DE ARAUJO - AP 33","SMS CF MANOEL FERNANDES DE ARAUJO - AP 33","RUA LAUDO DE CAMARGO","PAVUNA","3358 7884",-22.8162851,-43.3820552,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3987","SMS RIO CF ENFERMEIRO MARCOS VALADAO - AP 33","SMS CF MARCOS VALADAO - AP 33","AV. PASTOR MARTIN LUTHER KING JR","ACARI","21 33732253",-22.8518547,-43.3167104,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3988","SMS RIO CF MARIA DE AZEVEDO RODRIGUES PEREIRA - AP 33","SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA - AP 33","PRACA PROFESSORA SANTINHA","PARQUE ANCHIETA","21 33555733",-22.8340589,-43.4078327,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3989","SMS RIO CF MARIA DO SOCORRO SILVA E SOUZA - AP 21","SMS CF MARIA DO SOCORRO / ROCINHA - AP 21","ESTRADA DA GAVEA","ROCINHA","33226694",-22.9893676,-43.2533361,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3990","SMS CF MARIA SEBASTIANA DE OLIVEIR - AP 31","SMS CF MARIA SEBASTIANA DE OLIVEIRA - AP 31","AVENIDA DOS MAGISTERIOS","ILHA DO GOVERNADOR","(21) 2462-4720",-22.7940999,-43.1974404,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3991","SMS RIO CF MAURY ALVES DE PINHO - AP 40","SMS CF MAURY ALVES DE PINHO - AP 40","ESTRADA DOS BANDEIRANTES","VARGEM PEQUENA","34108572",-22.9895944,-43.4535184,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3992","SMS RIO CF NILDO AGUIAR - AP 51","SMS CF NILDO AGUIAR - AP 51","ESTRADA GENERAL AMERICANO FREIRE","REALENGO","34689344",-22.8663682,-43.4447177,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3993","SMS RIO CF OLIMPIA ESTEVES - AP 51","SMS CF OLIMPIA ESTEVES - AP 51","RUA OLIMPIA ESTEVES","PADRE MIGUEL","33093487",-22.8888234,-43.4466465,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3994","SMS RIO CF PADRE JOSE DE AZEVEDO TIUBA - AP 40","SMS CF PADRE JOSE DE AZEVEDO TIUBA - AP 40","RUA ACAPORI","GARDENIA AZUL","(21)24262061",-22.96077413,-43.35294127,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3995","SMS RIO CF RAIMUNDO ALVES NASCIMENTO - AP 33","SMS CF RAIMUNDO ALVES NASCIMENTO - AP 33","RUA MARCOS DE MACEDO","GUADALUPE","21 72580620",-22.8400578,-43.3781042,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3996","SMS RIO CF RINALDO DE LAMARE - AP 21","SMS CF RINALDO DE LAMARE - AP 21","AV. NIEMEYER","SAO CONRADO","8800-5056",-22.997815,-43.23962,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3997","SMS RIO CF OTTO ALVES DE CARVALHO- AP 40","SMS CF RIO OTTO ALVES DE CARVALHO - AP 40","AVENIDA ENGENHEIRO SOUZA FILHO","JACAREPAGUA","(21)34155020",-22.9853738,-43.3304188,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3998","SMS RIO CF RODRIGO YAMAWAKI AGUILAR ROIG - AP 31","SMS CF RODRIGO Y AGUILAR ROIG - AP 31","ESTRADA DO ITARARE","COMPLEXO DO ALEMAO","(21)8498-3186",-22.8619402,-43.2678629,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"3999","SMS RIO CF DR ROGERIO ROCCO - AP 52","SMS CF ROGERIO ROCCO - AP 52","ESTRADA DO ENCANAMENTO","COSMOS","2411-4141",-22.8904788,-43.6078112,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4000","SMS RIO CF ROSINO BACCARINI - AP 51","SMS CF ROSINO BACCARINI - AP 51","RUA ARAQUEM","BANGU","(21)33380775",-22.8532989,-43.4621114,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4001","SMS RIO CF SAMUEL PENHA VALLE - AP53","SMS CF SAMUEL PENHA VALLE - AP 53","AV. CESARIO DE MELO","SANTA CRUZ","(21)33130945",-22.9266553,-43.6518289,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4002","SMS RIO CF SANTA MARTA - AP 21","SMS CF SANTA MARTA - AP 21","RUA SAO CLEMENTE","BOTAFOGO","22862374",-22.9505059,-43.1927812,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4003","SMS RIO CF SERGIO AROUCA - AP53","SMS CF SERGIO AROUCA - AP 53","RUA DO IMPERIO","SANTA CRUZ","(21)33651524",-22.9189266,-43.6943911,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4004","SMS RIO CF SERGIO NICOLAU AMIN - AP 32","SMS CF SERGIO NICOLAU AMIN - AP 32","PRACA DA CONFEDERACAO SUICA","DEL CASTILHO","(21) 3277-4010",-22.878758,-43.2753437,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4005","SMS RIO CF SERGIO VIEIRA DE MELLO - AP 10","SMS CF SERGIO VIEIRA DE MELLO - AP 10","AVENIDA TRINTA E UM DE MARCO","CATUMBI","25024366",-22.9127284,-43.1954035,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4006","SMS RIO CF SONIA MARIA FERREIRA MACHADO - AP 52","SMS CF SONIA MARIA FERREIRA MACHADO - AP 52","ESTRADA DA POSSE","SANTISSIMO","2403-1583",-22.8827661,-43.5486318,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4007","SMS RIO CF SOUZA MARQUES - AP 33","SMS CF SOUZA MARQUES - AP 33","PRACA PATRIARCA","CAMPINHO","21 33597500",-22.8544365,-43.259998,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4008","SMS RIO CF VALERIA GOMES ESTEVES - AP 53","SMS CF VALERIA GOMES ESTEVES - AP 53","RUA VITORIA REGIA","SEPETIBA","(@!)31581733",-22.9604733,-43.7059309,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4009","SMS RIO CF VICTOR VALLA - AP 31","SMS CF VICTOR VALLA - AP 31","AVENIDA DOM HELDER CAMARA","MANGUINHOS","(21)22014476",-22.88566444,-43.25095296,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4010","SMS RIO CF ZILDA ARNS - AP 31","SMS CF ZILDA ARNS - AP 31","ESTRADA ITARARE","COMPLEXO DO ALEMAO","(21)2290-4418",-22.8636262,-43.2685351,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4011","SMS RIO CMR ENG DENTRO - AP 32","SMS CMR ENG DENTRO - AP 32","RUA RAMIRO MAGALHAES","ENGENHO DE DENTRO","3111-7350",-22.9011742,-43.3003451,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"4012","SMS RIO CMR OSCAR CLARK - AP 22","SMS CMR OSCAR CLARK - AP 22","RUA GENERAL CANABARRO","MARACANA","22841849",-22.9135918,-43.2253144,"36","CLINICA/CENTRO DE ESPECIALIDADE"
"4013","SMS RIO CMS DR ADAO PEREIRA NUNES - AP 52","SMS CMS ADAO PEREIRA NUNES - AP 52","RUA FLORESTAL","INHOAIBA","24096691",-22.9222881,-43.60122,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4014","SMS RIO CMS ADELINO SIMOES - AP 53","SMS CMS ADELINO SIMOES - NOVA SEPETIBA - AP 53","AVENIDA SETE","SEPETIBA","(21)32926680",-22.8041748,-43.3047002,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4015","SMS RIO CMS AGUIAR TORRES - AP 52","SMS CMS AGUIAR TORRES - AP 52","ESTRADA DE INHOAIBA","INHOAIBA","33773456",-22.8991692,-43.5947086,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4016","SMS RIO CMS ALBERTO BORGERTH - AP 33","SMS CMS ALBERTO BORGERTH - AP 33","RUA PADRE MANSO","MADUREIRA","(21)30182477",-22.8814558,-43.3379344,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4017","SMS RIO CMS ALEMAO - AP 31","SMS CMS ALEMAO - AP 31","ESTRADA DO ITARARE","COMPLEXO DO ALEMAO","(21) 2230-5713",-22.8623783,-43.2679359,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4018","SMS RIO CMS ALEXANDER FLEMING - AP 51","SMS CMS ALEXANDER FLEMING - AP 51","RUA MARMIARI","SENADOR CAMARA","33350594",-22.8969651,-43.480866,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4019","SMS RIO CMS ALICE TOLEDO TIBIRICA - AP 33","SMS CMS ALICE TOLEDO TIBIRICA - AP 33","RUA JURITI","IRAJA","(21)24712397",-22.8298166,-43.3287174,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4020","SMS RIO CMS ALOYSIO AMANCIO DA SILVA - AP 53","SMS CMS ALOYSIO AMANCIO DA SILVA - AP 53","ESTRADA DO CURTUME","SANTA CRUZ","(21)33054894",-22.872088,-43.6760971,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4021","SMS RIO CMS DR ALVIMAR DE CARVALHO - AP 52","SMS CMS ALVIMAR DE CARVALHO - AP 52","RUA SOLDADO ELISEU HIPOLITO","PEDRA DE GUARATIBA","(21)3404-7799",-22.9988315,-43.6298318,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4022","SMS RIO CMS AMERICO VELOSO - AP 31","SMS CMS AMERICO VELOSO - AP 31","RUA GERSON FERREIRA","COMPLEXO DA MARE","(21)25737235",-22.8408266,-43.2511757,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4023","SMS RIO CMS ANA GONZAGA - AP 52","SMS CMS ANA GONZAGA - AP 52","PRACA JOAO WESLEY","INHOAIBA","24129527",-22.9101095,-43.5944713,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4024","SMS RIO CMS AUGUSTO DO AMARAL PEIXOTO - AP 33","SMS CMS AUGUSTO DO AMARAL PEIXOTO - AP 33","RUA JORN HERMANO REQUIAO","GUADALUPE","(21)30151601",-22.8466354,-43.3783284,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4025","SMS RIO CMS BELIZARIO PENNA - AP 52","SMS CMS BELIZARIO PENNA - AP 52","RUA FRANKLIN","CAMPO GRANDE","(21)33943158",-22.8978095,-43.5692849,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4026","SMS RIO CMS BUA BOANERGES BORGES DA FONSECA - AP 51","SMS CMS BUA BOANERGES BORGES DA FONSECA - AP 51","RUA LARANJEIRAS DO SUL","MAGALHAES BASTOS","2131117605",-22.8770238,-43.4113305,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4027","SMS RJ CMS CANAL DO ANIL - AP 40","SMS CMS CANAL DO ANIL - AP 40","RUA MELO","CANAL DO ANIL","(21)34121910",-22.7469179,-42.8368913,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4028","SMS RIO CMS PROFESSOR CARLOS CRUZ LIMA - AP 33","SMS CMS CARLOS CRUZ LIMA - AP 33","ESTRADA DO COLEGIO","COLEGIO","(21) 24733707",-22.8339773,-43.3295103,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4029","SMS RIO CMS CARLOS FIGUEIREDO FILHO / BOREL - AP 22","SMS CMS CARLOS FIGUEIREDO FILHO / BOREL - AP 22","RUA SAO MIGUEL","TIJUCA","22687805",-22.9402444,-43.25294852,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4030","SMS RIO CMS DR CARLOS GENTILLE DE MELLO - AP 32","SMS CMS CARLOS GENTILLE DE MELLO - AP 32","RUA BICUIBA","LINS DE VASCONCELOS","22615822",-22.9130717,-43.2742657,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4031","SMS RIO CMS CARMELA DUTRA - AP 33","SMS CMS CARMELA DUTRA - AP 33","AV. DOS ITALIANOS","ROCHA MIRANDA","(21)33726531",-22.8524331,-43.3495132,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4032","SMS RIO CMS CASA BRANCA - AP 22","SMS CMS CASA BRANCA - AP 22","ESTRADA DA CASA BRANCA","TIJUCA","2298-3450",-22.9356747,-43.2546971,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4033","SMS RIO CMS CATIRI - AP 51","SMS CMS CATIRI - AP 51","RUA TRES MARIAS","BANGU","2134242903",-22.8472,-43.4709754,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4034","SMS RIO CMS CECILIA DONNANGELO - AP 40","SMS CMS CECILIA DONNANGELO - AP 40","ESTRADA DOS BANDEIRANTES","VARGEM GRANDE","(21)33250300",-22.9958881,-43.5079839,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4035","SMS RIO CMS CESAR PERNETTA - AP 32","SMS CMS CESAR PERNETTA - AP 32","RUA ANA BARBOSA","MEIER","3111-6716",-22.9015639,-43.2809493,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4036","SMS RIO CMS CESARIO DE MELLO - AP53","SMS CMS CESARIO DE MELLO - AP 53","RUA 2","SANTA CRUZ","(21)33052049",-22.9664083,-43.7022234,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4037","SMS CMS CHAPEU MANGUEIRA BABILONIA - AP 21","SMS CMS CHAPEU MANG BABILONIA - AP 21","RUA SAO FRANCISCO","LEME","32092779",-22.8983705,-43.4440178,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4038","SMS RIO CMS CLEMENTINO FRAGA - AP 33","SMS CMS CLEMENTINO FRAGA - AP 33","RUA CAICARA","IRAJA","(21)2482-7115",-22.8514416,-43.3268189,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4039","SMS RIO CMS DR CYRO DE MELLO MANGUARIBA - AP 53","SMS CMS CYRO DE MELLO MANGUARIBA - AP 53","RUA DO CANAL","PACIENCIA","(21)24188065",-22.905039,-43.5870017,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4040","SMS RJ CMS DE CURICICA - AP 40","SMS CMS DE CURICICA - AP 40","ESTRADA DE CURICICA","CURICICA","(21)24080058",-22.9606582,-43.3921444,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4041","SMS RIO CMS DR DECIO AMARAL FILHO - AP53","SMS CMS DECIO AMARAL FILHO - AP 53","RUA CILON CUNHA BRUM","SANTA CRUZ","(21)31581434",-22.9103347,-43.6603384,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4042","SMS RIO CMS DOM HELDER CAMARA - AP 21","SMS CMS DOM HELDER CAMARA - AP 21","RUA VOLUNTARIOS DA PATRIA","BOTAFOGO","21-25355090",-22.9558773,-43.1969142,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4043","SMS RIO CMS DR ALBERT SABIN - AP 21","SMS CMS DR ALBERT SABIN - AP 21","ESTRADA DA GAVEA","ROCINHA","(21)3204.6088",-22.9835089,-43.2419841,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4044","SMS RIO CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA - AP 51","SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA - AP 51","ESTRADA DO TAQUARAL","SENADOR CAMARA","33329207",-22.86902816,-43.48299623,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4045","SMS RIO CMS DR OSWALDO VILELLA - AP 52","SMS CMS DR OSWALDO VILELLA - AP 52","RUA JOMAR MENDES","CAMPO GRANDE","(21)34072840",-22.8751795,-43.5581877,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4046","SMS RIO CMS ENFERMEIRA EDMA VALADAO - AP 33","SMS CMS EDMA VALADAO - AP 33","AV. BRASIL","IRAJA","33621064",-22.8305436,-43.3489481,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4047","SMS RIO CMS DR EDUARDO ARAUJO VILHENA LEITE - AP 32","SMS CMS EDUARDO A VILHENA - AP 32","RUA JOSE DOS REIS","PILARES","(21) 3111-6693",-22.8875719,-43.2927055,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4048","SMS RIO CMS EMYDIO CABRAL - AP53","SMS CMS EMYDIO CABRAL - AP 53","RUA IEDA SANTOS DELGADO","PACIENCIA","(21)33145159",-22.9238765,-43.6248621,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4049","SMS RIO CMS ERNANI AGRICOLA - AP 10","SMS CMS ERNANI AGRICOLA - AP 10","RUA CONSTANT JARDIN","SANTA TERESA","(21)22247194",-22.9212314,-43.1890273,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4050","SMS RIO CMS ERNESTO ZEFERINO TIBAU JUNIOR - AP 10","SMS CMS ERNESTO ZEFERINO TIBAU JR - AP 10","AVENIDA DO EXERCITO","IMPERIAL DE SAO CRISTOVAO","(21)38958658",-22.9001303,-43.2231111,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4051","SMS RIO CMS FAZENDA BOTAFOGO - AP 33","SMS CMS FAZENDA BOTAFOGO - AP 33","RUA ARNALDO GUINLE","COELHO NETO","(21)34520835",-22.8268297,-43.3568305,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4052","SMS RIO CMS FERNANDO ANTONIO BRAGA LOPES CAJU - AP 10","SMS CMS FERN A BRAGA LOPES CAJU - AP 10","RUA CARLOS SEIDL","CAJU","(21)25894183",-22.8758698,-43.2229928,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4053","SMS RIO CMS DR FLAVIO DO COUTO VIEIRA - AP 33","SMS CMS FLAVIO DO COUTO VIEIRA - AP 33","RUA LUCIO JOSE FILHO","PARQUE ANCHIETA","(21)2455-7516",-22.8313547,-43.414184,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4054","SMS RIO CMS ENF FLORIPES GALDINO PEREIRA - AP 53","SMS CMS FLORIPES GALDINO PEREIRA - AP 53","RUA SRG GERALDO BERTI","SANTA CRUZ","(21)34277056",-22.8894583,-43.6383111,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4055","SMS RIO CMS DR GARFIELD DE ALMEIDA - AP 52","SMS CMS GARFIELD DE ALMEIDA - AP 52","RUA GENERAL PAULO DE OLIVEIRA","CAMPO GRANDE","(21) 33940860",-22.923304,-43.5184632,"2","CENTRO DE SAUDE/UNIDADE BASICA"
"4056","SMS RIO CMS GUSTAVO CAPANEMA - AP 31","SMS CMS GUSTAVO CAPANEMA - AP 31","VIA 1","COMPLEXO DA MARE","(21)38856541",-22.95213,-43.3667192,"2","CENTRO DE SAUDE/UNIDADE BASICA"
