CNES,Razão Social,Nome de Fantasia,Logradouro,Número,Complemento,Bairro,CEP,Telefone,lat,lon,Código Esfera Administrativa,Esfera Administrativa,Código Da Atividade,Atividade De Ensino,Código Da Natureza Organização,Natureza Da Organização,Tipo Da Unidade,Tipo De Estabelecimento
6389570,SOFT SERVICO DE OFTALMOLOGIA DA TRAVESSA LTDA,SOFT SERVICO DE OFTALMOLOGIA DA TRAVESSA,AVENIDA TREZE DE MAIO,33,SALA 701,CENTRO,20031000,25960430,-22.908629,-43.1774065,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6123473,SOL SERVICO OFTALMOLOGICO LIBERAL LTDA ME,SOL SERVICO OFTALMOLOGICO LIBERAL,RUA LUCIDIO LAGO,232,SALAS 509 A 512,MEIER,20780020,2122813933,-22.9003891,-43.2759656,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7383312,SOLANGE CLAUDINO BRUNO,SOLANGE CLAUDINO BRUNO,RUA CARDOSO DE MORAIS,96,SALA 406,BONSUCESSO,21032000,2268-9467,-22.8642465,-43.2544032,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6297323,CLINICA DE SERVICO ODONTOLOGICO DE LAUDO POR IMAGEM,SOLI CLINICA DE SERVICO ODONTOLOGICO DE LAUDO POR IMAGEM,ESTRADA DE JACAREPAGUA,7655,SL 207 208,FREGUESIA JACAREPAGUA,22753033,2133922291,-22.9422063,-43.3413462,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5629462,SOMAR SERVICOS MEDICOS DE UROLOGIA E GINECOLOGIA,SOMAR SERVICOS MEDICOS DE UROLOGIA E GINECOLOGIA,AV NELSON CARDOSO,1149,SALA 1318,TAQUARA,22730001,24233737,-22.9219347,-43.3710337,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3207420,SONOGRAF DIAGNOSTICO POR IMAGEM LTDA,SONOGRAF DIAGNOSTICO POR IMAGEM,RUA BACAIRIS,499,TAQUARA,JACAREPAGUA,22730120,(21)22542050,-22.9180456,-43.3739019,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6619711,SONUS SERVICOS MEDICOS LTDA,SONUS SERVICOS MEDICOS,RUA FRANCISCO REAL,1950,SSL 103,BANGU,21810042,24016746,-22.8795896,-43.4642006,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3531147,SOROCABA DIAGNOSTICOS LTDA,SOROCABA DIAGNOSTICOS,RUA SOROCABA,477,203,BOTAFOGO,22271110,(21)22869327,-22.9540985,-43.1894147,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6561438,SORRIA ODONTOLOGIA INN ESPECIALIDADES ODONTOLOGICAS LTDA,SORRIA ODONTOLOGIA,RUA CONDE DE BONFIM,344,SALA 1302 - BLOCO 01,TIJUCA,20520054,2125677652,-22.9240306,-43.2325491,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6177115,SORRIA RADIOLOGIA ODONTOLOGICA LTDA,SORRIA RADIOLOGIA ODONTOLOGICA,RUA BUENOS AIRES,93,910/911,CENTRO,20070021,21978200,-22.9031745,-43.1796614,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5159741,CLINICA ODONTOLOGICA DRA. ANDREA LOZOBER S/C LTDA.,SORRICLIN - CLINICA DE SAUDE ORAL,RUA VISCONDE DE PIRAJA,207,LOJA 209,IPANEMA,22410001,(021)2522-1220,-22.9845662,-43.2017496,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6599826,SARNI E SOARES BANGU CLINICA ODONTOLOGICA LTDA,SORRIDENTS RIO BANGU,RUA CORONEL TAMARINDO,1802A,,BANGU,21840447,(21)3468-6367,-22.8754463,-43.4801106,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6704808,SORRISARTE SERVICOS ODONTOLOGICOS EPP,SORRISARTE SERVICOS ODONTOLOGICO,RUA BARATA RIBEIRO,87,SL 201,COPACABANA,22011001,25433786,-22.9627826,-43.1767508,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6200222,SORRISO E ARTE DENTISTAS LTDA,SORRISO E ARTE,RUA FRANCISCO REAL,1536,APT 201 PARTE,BANGU,21810042,21 33337593,-22.8795835,-43.4604121,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5351707,SORT SERVICOS DE ORTOPEDIA E TRAUMATOLOGIA LTDA,SORT SERVICOS DE ORTOPEDIA E TRAUMATOLOGIA - SORT ORTOPEDIA,RUA ARTHUR RIOS,485,,CAMPO GRANDE,23013470,24123103,-22.9015642,-43.5453438,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3096513,SOS CORACAO LTDA,SOS CORACAO,RUA JAGUARUNA,105,PARTE,CAMPO GRANDE,23080160,(21)33843543,-22.8984525,-43.5608667,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,7,HOSPITAL ESPECIALIZADO
6177123,SOS RIM NEFROLOGISTAS ASSOCIADOS LTDA,SOS RIM,RUA VOLUNTARIOS DA PATRIA,190,SALA 722 PARTE,BOTAFOGO,22270010,2122661109,-22.9526989,-43.1883571,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
2295334,SOS SCAN SERVICOS MEDICOS LTDA,SOS SCAN SERVICOS MEDICOS,RUA ALEXANDRE CALAZA,283,,VILA ISABEL,20560110,(21) 25776516,-22.9198017,-43.2597844,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3058158,SOTIL SERVICOS DE ORTOPEDIA E TRAUMATOLOGIA DA ILHA SC LTDA,SOTIL SERVICOS DE ORTOPEDIA E TRAUMATOLOGIA DA ILHA,RUA TEN CLETO CAMPELO,154,COCOTA,ILHA DO GOVERNADOR,21921020,(21)33966640,-22.8098403,-43.1839663,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3603547,SOTRE SERV DE ORTOPEDIA TRAUMAT E REABIL FISICA LTDA,SOTRE SERV DE ORTOPEDIA TRAUMAT E REABIL FISICA,RUA FRANCISCO REAL,1879,,BANGU,21810041,34212030,-22.8796271,-43.4633929,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6668097,SOTRE SERVICOS DE ORTOP.TRAMATOL. E REAB. FISICA LTDA.,SOTRE SERVICOS DE ORTOP.TRAMATOL. E REAB. FISICA,RUA FRANCISCO REAL,1879,,BANGU,21810041,33372150,-22.8796271,-43.4633929,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5653975,SOUL SOCIEDADE DE ORIENTACAO EM ULTRASONOGRAFIA LTDA.,SOUL SOCIEDADE DE ORIENTACAO EM ULTRASONOGRAFIA,RUA VOLUNTARIOS DA PATRIA,435,TERREO,BOTAFOGO,22270000,21-22860938,-22.9557188,-43.196207,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6140955,SPACO DO CORPO CLINICA MEDICA LTDA,SPACO DO CORPO CLINICA MEDICA,RUA MEDINA,150,SALAS 701 E 702,MEIER,20735130,22636388,-22.9002968,-43.2817858,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6670172,SPAZIO DENTAL CLINICA ODONTOLOGICA LTDA,SPAZIO DENTAL,AVENIDA DAS AMERICAS,3500,BLOCO 4 SALA 234,BARRA DA TIJUCA,22640102,2122535252,-22.9996874,-43.3485302,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6685919,SPAZZIO MULHER SERVICOS MEDICOS LTDA-EPP,SPAZZIO MULHER SERVICOS MEDICOS,AV. NOSSA SENHORA DE COPACABANA,680,SALA 1106,COPACABANA,22050001,22352848,-22.9708675,-43.1866895,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
2277263,SOCIEDADE PESTALOZZI DO BRASIL,SPB/BRASIL,RUA VISCONDE DE NITEROI,1450,,MANGUEIRA,20943001,38609797,-22.8992432,-43.2402113,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,11,ENTIDADE BENEFICENTE SEM FINS LUCRATIVOS,36,CLINICA/CENTRO DE ESPECIALIDADE
6381642,SPECIALITES ODONTOLOGIA INTEGRADA,SPECIALITES ODONTOLOGIA INTEGRADA,PRAIA DO FLAMENGO,66,BLOCO B SALA 717,FLAMENGO,22210030,2120055251,-22.9269032,-43.1736087,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5159822,SPEEDENT CLINICA ODONTOLOGICA LTDA,SPEEDENT,RUA CONDE DE BAEPENDI,53,APTO. 102,LARANJEIRAS,22231140,,-22.9331283,-43.1798993,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7087047,SPL ASSISTENCIA MEDICA LTDA,SPL ASSISTANCE,RUA VISCONDE DE PIRAJA,623,SALAS 803 E 804,IPANEMA,22410002,2125122512,-22.9838995,-43.2140114,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5170133,SOUZA PERES DE SOUZA CLINICAS E LABORATORIOS LTDA,SPS SERVICOS PROFISSIONAIS DE SAUDE,ESTRADA DO MONTEIRO,1330,,CAMPO GRANDE,23045830,34023676,-22.9246899,-43.5699543,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6524311,SRE SERVICO RADIOLOGICO ESPECIALIZADO OCTAVIO PEREIRA LTDA,SRE SERVICO RADIOLOGICO ESPECIALIZADO OCTAVIO PEREIRA,RUA GONCALVES DIAS,30A,SALAS 401/403,CENTRO,20050030,22424366,-22.9061989,-43.1783167,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
2273438,SSP HOSPITAL CENTRAL DA POLICIA MILITAR - HCPM,SSP HOSPITAL CENTRAL DA POLICIA MILITAR - HCPM,RUA ESTACIO DE SA,20,,ESTACIO DE SA,20211270,23337656,-22.9143829,-43.2067685,2,ESTADUAL,3,UNIDADE AUXILIAR DE ENSINO,1,ADMINISTRACAO DIRETA DA SAUDE (MSSES E SMS),5,HOSPITAL GERAL
5272386,STA HOSPITALAR S/C LTDA,STA HOSPITALAR - MATRIZ,RUA SANTO AMARO,80,,GLORIA,22211230,(21)22222320,-22.9221187,-43.1798095,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5034191,STA HOSPITALAR SC LTDA,STA HOSPITALAR FILIAL,ESTRADA VICENTE DE CARVALHO,1159,,VILA DA PENHA,21210003,(21)24829696,-22.8472933,-43.3051542,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3603377,INSTITUTO C LINICO NOSSA SENHORA DE FATIMA LTDA,STAR SAUDE,RUA CONDE DE AGROLONGO,1215,,PENHA,21020190,(21)25646465,-22.8376432,-43.2793498,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,4,POLICLINICA
3096912,STATUS COR S/C LTDA,STATUS COR,AV. VICENTE DE CARVALHO,1159,PARTE,VILA DA PENHA,21210000,3578-4500,-22.8472933,-43.3051542,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,7,HOSPITAL ESPECIALIZADO
3333833,SERVICOS DE TRATAMENTO E ORIENTACAO PSICOLOGICA LTDA,STOP MULTICLINICA,RUA ENGENHEIRO ADEL,149,,TIJUCA,20260210,(21)22645843,-22.921863,-43.2159266,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3223124,A A STUDIO DE PATOLOGIA LTDA,STUDIO,RUA SEN DANTAS,71,SALA 1006,CENTRO,20031202,(21)22206849,-22.9103645,-43.1773863,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6231527,SUITA COURA ODONTOLOGIA LTDA,SUITA COURA ODONTOLOGIA,AV. DAS AMERICAS,1155,SALA 702,BARRA DA TIJUCA,22631000,24318512,-23.002878,-43.3256486,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6902626,SURGITECH SERVICOS MEDICOS LTDA,SURGITECH,AVENIDA VINTE E OITO DE SETEMBRO,44,SALA 502,VILA ISABEL,20551030,25673591,-22.913851,-43.2366065,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6599834,CENTRO MEDICO E REABILITACAO SUSIVE LTDA,SUSIVE,RUA BARAO DO FLAMENGO,22,102,FLAMENGO,22220080,21 39886030,-22.9330929,-43.1753655,4,PRIVADA,3,UNIDADE AUXILIAR DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6140963,SYLVIANE LO - CIRURGIA PLASTICA LTDA,SYLVIANE LO CIRURGIA PLASTICA,AVENIDA NOSSA SENHORA DE COPACABANA,749,SALA 702,COPACABANA,22050002,22338206,-22.9719265,-43.1875981,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3353087,SYNEPACIMAGENS E SERVICOS RADIOLOGICOS LTDA,SYNEPACIMAGENS E SERVICOS RADIOLOGICOS,AV PRES VARGAS,542,SALA 1313,CENTRO,20071000,(21)22338206,-22.9016656,-43.1812439,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5501423,TACCOLA NIEDERMEIER - ASSISTENCIA MEDICA - EPP,TACCOLA NIEDERMEIER,RUA VOLUNTARIOS DA PATRIA,190,SALA 421,BOTAFOGO,22270902,(21)2539-3356,-22.9526989,-43.1883571,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5197872,TAIRA SERVICOS MEDICOS LTDA,TAIRA SERVICOS MEDICOS,RUA BARONESA,437,SALA 205,PRACA SECA,21321000,2464-0712,-22.8965066,-43.352194,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7250983,TANIA LUCIA DE OLIVEIRA NOBREGA,TANIA LUCIA DE OLIVEIRA NOBREGA,AVN ALMTE BARROSO,63,SALA 1312,CENTRO,20031000,252326328,-22.907661,-43.1759467,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7251009,TANIA REGINA MOREIRA SIQUEIRA,TANIA REGINA MOREIRA SIQUEIRA,RUA CONSTANTE RAMOS,44,SALAS 903 E 904,COPACABANA,22051012,2132080862,-22.9745174,-43.1880117,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7087063,TANIT VAREJAO CLINICA DERMATOLOGICA LTDA,TANIT VAREJAO CLINICA DERMATOLOGICA,AV. OLRGARIO MACIEL,570,SALA 207,BARRA DA TIJUCA,22621200,2124956782,-23.0087482,-43.304345,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7341687,CRISTIANO SOUSA DOS SANTOS,TAO CHAN VIVER SAUDAVEL,AV NOSSA SENHORA DE COPACABANA,195,609 610,COPACBANA,20050900,39059377,-22.9655126,-43.177571,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7292880,TAQUARA MED CONSULTORIOS MEDICOS LTDA,TAQUARA MED CONSULTORIOS MEDICOS,AVENIDA NELSON CARDOSO,1149,821 E 822,TAQUARA,22730001,34613673,-22.9219347,-43.3710337,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
5469414,TATIANA SACKS SERVICOS MEDICOS LTDA,TATIANA SACKS SERVICOS MEDICOS,RUA PRUDENTE DE MORAES,504,501,IPANEMA,22420040,25230501,-22.9854512,-43.2014709,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
7070012,TAVARES MAGALHAES SERVICOS MEDICOS LTDA,TAVARES MAGALHAES SERVICOS MEDICOS,AVENIDA DAS AMERICAS,3434,BL 05 SL 502,BARRA DA TIJUCA,22640102,3431-3510,-22.999767,-43.3455861,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6638538,TAVARES SANTOS LABORATORIOS MEDICOS LTDA ME,TAVARES MEDICINA DIAGNOSTICA,RUA SILVA CARDOSO,488,PARTE,BANGU,21810032,3332-7090,-22.8797106,-43.4636683,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7230656,TECHFISIO FISIOTERAPIA LTDA ME,TECHFISIO FISIOTERAPIA,RUA MESTRE DONGA,167,,IRAJA,21230490,33522073,-22.8236012,-43.3210687,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
3466655,TECHIMAGEM EXAMES COMPLEMENTARES LTDA,TECHIMAGEM,RUA SILVA GOMES,77,PARTE,CASCADURA,21350080,(21)39793373,-22.8798408,-43.3271422,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
5408156,TECNO CLIN ANALISES CLINICAS LTDA,TECNO CLIN - SERGIO FRANCO,AVENIDA NELSON CARDOSO,1149,226/227/228,TAQUARA,22730001,,-22.9219347,-43.3710337,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6933920,TERAPIA ATIVA PILATES E SAUDE LTDA ME,TERAPIA ATIVA,AVENIDA ARMADO LOMBARDI,165,COB 1,BARRA DA TIJUCA,22640020,,-23.0075341,-43.3063274,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5514088,TESTELAB SERVICOS DIAGNOSTICOS LTDA,TESTELAB SERVICOS DIAGNOSTICOS,RUA FELIPE CARDOSO,14,PARTE,SANTA CRUZ,23515000,2124519187,-22.9357113,-43.6670882,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
7288387,THAIS CHAVES DO NASCIMENTO,THAIS CHAVES DO NASCIMENTO,EST. DO GALEAO,2500,BLOCO B / SALA 302,ILHA DO GOVERNADOR,21931582,(21) 2463-1677,-22.8043205,-43.2056974,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,9,COOPERATIVA,22,CONSULTORIO ISOLADO
7156553,THERAPEUTICA CLINICA ESTUDOS INTEGRADOS,THERAPEUTICA CLINICA - BARRA,AVENIDA DAS AMERICAS,2300,331,BARRA DA TIJUCA,22640101,,-22.999888,-43.3421566,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7156545,THERAPEUTICA CLINICA ESTUDOS INTEGRADOS,THERAPEUTICA CLINICA - TIJUCA,RUA CONDE DE BONFIM,422,305,TIJUCA,20520054,22041932,-22.9255076,-43.23457,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6201873,THOMPSON E CUNHA SERVICOS LTDA,THOMPSON,RUA PROFG CLEMENTE FERREIRA,1774,SALA 206,BANGU,21810142,2122203430,-22.8777713,-43.4629032,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
6619797,THOR TERAPIAS HEMATOLOGICAS E ONCOLOGICAS REUNIDAS LTDA,THOR ONCO HEMATOLOGIA,RUA BARATA RIBEIRO,543,SL 503,CPACABANA,22040001,25673733,-22.9710147,-43.1887449,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6231535,THORAX SERVICOS MEDICOS LTDA,THORAX SERVICOS MEDICOS,RUA GENERAL POLIDORO,192,,BOTAFOGO,22461000,2528-1411,-22.9564374,-43.18685,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
3069605,TIJU MED SERVICOS MEDICOS LTDA,TIJU MED SERVICOS MEDICOS,RUA CONDE DE BONFIM,112,LOJA A,TIJUCA,20520053,(21)25684307,-22.9249341,-43.2250726,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6233252,TIJUDERME CLINICA DERMATOLOGICA LTDA,TIJUDERME CLINICA DERMATOLOGICA,RUA CONDE DE BONFIM,232,SALA 402,TIJUCA,20520054,2565-7795,-22.9235469,-43.2292173,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
5034302,CENTRO ORTOPEDICO TRAUMATOLOGICO TIJUCA LTDA,TIJUTRAUMA 613,RUA ANTONIO BASILIO,613,,TIJUCA,20511190,(21)25723242,-22.9286038,-43.2396163,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,7,HOSPITAL ESPECIALIZADO
3348334,CENTRO ORTOPEDICO TRAUMATOLGICO TIJUCA LTDA,TIJUTRAUMA CENTRO ORTOPEDICO TRAUMATOLGICO TIJUCA,RUA ANTONIO BASILIO,400,,TIJUCA,20511190,(21)25706292,-22.926927,-43.2378548,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
6140971,TIP ORTODONTIA,TIP ORTODONTIA,AV. DAS AMERICAS,500,BL. 02- SALA 203,BARRA DA TIJUCA,22640100,32983231,-22.9998142,-43.3496509,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3051501,TIPE TERAPIA INTENSIVA PEDIATRICA E NEONATAL LTDA,TIPE TERAPIA INTENSIVA PEDIATRICA E NEONATAL,RUA ADOLFO MOTA,81,PARTE,TIJUCA,20540100,(21)39786200,-22.9198117,-43.2329013,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,7,HOSPITAL ESPECIALIZADO
7156588,TIJUCA MED CONSULTORIOS MEDICOS LTDA,TIUCA MED,RUA GENERAL ROCA,836,SALA 201,TIJUCA,20521070,39786065,-22.9241834,-43.2340799,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,22,CONSULTORIO ISOLADO
3403491,TM RADIOLOGIA E DOCUMENTACAO EM RADIOLOGIA LTDA,TM RADIOLOGIA E DOCUMENTACAO EM RADIOLOGIA,RUA CAMBAURA,6,SALA 304,ILHA DO GOVERNADOR,21940000,(21)24624867,-22.8054053,-43.2089324,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,39,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
6301185,T M MEDEIROS FISIOTERAPIA LTDA,TMM FISIOTERAPIA,AVENIDA MARECHAL FLORIANO,199,GRUPOS 405 E 406,CENTRO,20080005,22333747,-22.903417,-43.1886371,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
7044100,TOMO X CLINICA DE RADIOLOGIA DE BONSUCESSO LTDA,TOMO X CLINICA DE RADIOLOGIA DE BONSUCESSO,AVENIDA NOVA YORK,83,201,BONSUCESSO,21041040,25648919,-22.8653228,-43.253695,4,PRIVADA,4,UNIDADE SEM ATIVIDADE DE ENSINO,7,EMPRESA PRIVADA,36,CLINICA/CENTRO DE ESPECIALIDADE
